On,Off,Ms,Scs,Dev,|,freq,Nd=0,Nd=1,Nd=10,Nd=11,Nd=12,Nd=13,Nd=14,Nd=2,Nd=3,Nd=4,Nd=5,Nd=6,Nd=7,Nd=8,Nd=9,|2,Nd=03,Nd=15,Nd=106,Nd=117,Nd=128,Nd=139,Nd=1410,Nd=211,Nd=312,Nd=413,Nd=514,Nd=615,Nd=716,Nd=817,Nd=918,rule,#correct,%correct,p(rule),p(margin),dev_same_as_rule
1,1,5,2,7,|,157,0,0,0,0,0,0,0,0,0,0,0,19.745,66.242,12.739,1.274,|,0,0,0.059,0.007,0.002,0,0.005,0,0.003,0,0.528,24.986,65.389,8.435,0.585,7,104,66.242,0,0,1
1,1,3,2,6,|,2194,0,0,0.046,0,0,0,0.046,0,0,0.046,18.459,66.226,13.81,1.367,0,|,0,0,0.031,0.014,0.005,0.003,0.071,0,0.003,0.115,16.139,70.343,11.919,1.211,0.146,6,1453,66.226,0,0,1
0,1,5,3,1,|,1,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,|,67.375,9.485,0,0,0,0,0,23.14,0,0,0,0,0,0,0,0,0,0,1,1,0
0,1,5,3,2,|,2,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,|,0,13.996,0,0,0,0,0,59.898,24.955,1.151,0,0,0,0,0,2,2,100,0.975,0,1
0,1,5,3,3,|,2,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,|,0,0,0,0,0,0,0,18.217,55.428,23.83,2.315,0.211,0,0,0,3,1,50,0.986,0.596,1
0,1,5,3,4,|,3,0,0,0,0,0,0,0,0,33.333,33.333,33.333,0,0,0,0,|,0,0,0.019,0,0,0,0,0.532,15.899,55.459,26.145,1.801,0.147,0,0,4,1,33.333,0.373,0.715,1
0,1,5,3,5,|,3,0,0,0,0,0,0,0,0,0,33.333,33.333,33.333,0,0,0,|,0,0,0,0,0,0,0,0.115,1.491,19.504,54.426,23.182,1.255,0.016,0.011,5,1,33.333,0.415,0.998,1
0,1,5,3,6,|,5,0,0,0,0,0,0,0,0,0,0,40,40,20,0,0,|,0,0,0,0,0.003,0,0,0,0.153,5.721,22.689,49.306,20.425,1.543,0.16,6,2,40,0.115,0.998,1
0,1,5,3,7,|,4,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,|,0,0,0.135,0.008,0.005,0.003,0.003,0,0,0.073,11.16,22.993,42.99,20.769,1.861,7,2,50,0.747,0.999,1
0,1,5,3,8,|,5,0,0,0,0,0,0,0,0,0,0,0,0,60,20,20,|,0,0,1.527,0.07,0.007,0.005,0.002,0,0,0,0,19.803,23.509,37.908,17.169,8,1,20,0.601,0.971,1
0,1,5,3,10,|,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,|,0,0,38.914,12.986,1.245,0.07,0.017,0,0,0,0,0.172,0.138,24.502,21.956,10,0,0,0.802,0.477,1
0,1,5,3,11,|,2,0,0,0,0,50,0,0,0,0,0,0,0,0,0,50,|,0,0,24,34.945,12.059,0.883,0.039,0,0,0,0,0,0.576,0.446,27.052,11,0,0,0.999,0.944,1
0,0,5,2,3,|,932,0,0.107,0,0,0,0,0,19.528,66.202,7.725,3.541,2.361,0.429,0.107,0,|,0,0.038,0.001,0.001,0,0,0.008,17.239,66.85,10.951,3.276,1.541,0.078,0.014,0.002,3,617,66.202,0,0,1
0,1,5,4,1,|,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,|,66.121,25.774,0,0,0,0,0,5.85,0,0,1.019,1.236,0,0,0,0,1,100,1,1,0
1,1,5,2,10,|,59,0,0,66.102,11.864,1.695,0,0,0,0,0,0,0,0,0,20.339,|,0,0,67.316,7.406,0.512,0.049,0.039,0,0,0,0.015,0.079,0.011,0.915,23.657,10,39,66.102,0,0,1
0,0,5,2,7,|,2752,0,0,0.036,0,0,0,0.036,0,0,0,0,27.217,66.097,6.25,0.363,|,0,0,0.043,0.006,0.002,0,0.008,0,0.006,0,0.683,26.571,64.812,7.409,0.461,7,1819,66.097,0,0,1
0,0,5,2,9,|,1277,0,0,6.891,0.313,0,0,0,0,0,0,0,0,0.078,26.703,66.014,|,0,0,8.274,0.542,0.046,0.01,0.032,0,0,0,0.013,0.019,0.864,26.243,63.957,9,843,66.014,0,0,1
1,1,2,4,7,|,667,0,0,0.15,0,0,0,0,0,0,0,1.049,25.487,65.967,7.346,0,|,0,0,0.048,0.017,0.017,0.019,0.009,0,0,0.019,1.578,33.138,56.063,8.634,0.458,7,440,65.967,0,0,1
2,0,3,2,7,|,47,0,0,0,0,0,0,0,0,0,0,0,23.404,65.957,10.638,0,|,0,0,0.224,0.046,0.021,0.002,0.141,0,0.001,0,0.198,16.738,67.221,13.941,1.467,7,31,65.957,0,0,1
2,1,0,4,9,|,47,0,0,6.383,0,0,0,2.128,0,0,0,0,0,2.128,23.404,65.957,|,0,0,15.274,1.77,0.4,0.075,0.098,0,0,0.002,0,0,0.829,21.696,59.855,9,31,65.957,0,0,1
1,1,1,2,13,|,91,0,0,0,0,23.077,65.934,10.989,0,0,0,0,0,0,0,0,|,0,0,0.019,0.284,22.121,67.611,9.954,0,0,0,0.001,0.006,0.005,0,0,13,60,65.934,0,0,1
1,0,2,4,11,|,44,0,0,27.273,65.909,6.818,0,0,0,0,0,0,0,0,0,0,|,0,0,33.531,54.431,8.834,0.433,0.205,0,0,0,0,0,0,0.095,2.471,11,29,65.909,0,0,1
1,1,2,2,9,|,692,0,0,11.705,1.156,0.434,0,0,0,0,0,0,0,0.289,20.52,65.896,|,0,0,13.404,1.414,0.207,0.062,0.254,0,0,0,0.001,0.004,0.322,16.507,67.824,9,456,65.896,0,0,1
1,0,2,4,7,|,337,0,0,0,0,0,0,0,0,0,0,1.187,24.629,65.875,7.715,0.593,|,0,0,0.031,0.011,0.01,0.012,0.008,0,0,0.033,2.213,36.512,53.604,7.243,0.322,7,222,65.875,0,0,1
2,1,2,2,9,|,41,0,0,19.512,4.878,0,0,0,0,0,0,0,0,0,9.756,65.854,|,0,0,16.981,2.049,0.311,0.092,0.325,0,0,0,0,0.002,0.19,12.83,67.219,9,27,65.854,0,0,1
0,1,2,2,7,|,2494,0,0,0.04,0,0.04,0,0.281,0,0,0,0.682,17.041,65.838,14.395,1.684,|,0,0,0.211,0.052,0.024,0.003,0.293,0,0,0,0.192,15.78,68.571,13.371,1.503,7,1642,65.838,0,0,1
0,1,5,6,7,|,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,|,0,12.8,0.947,0,0,0.108,0.048,0,7.206,0,17.5,24.652,19.327,12.073,5.339,6,0,0,1,1,0
0,1,5,6,14,|,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,|,0,0,0.168,0,0.105,0,15.377,0,0,0,21.727,46.545,12.394,3.089,0.596,6,1,100,1,1,0
0,2,0,2,4,|,2,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,|,0,0,0.436,0.297,0.33,0.326,17.55,0.067,10.48,41.667,15.365,11.312,1.337,0.609,0.225,4,2,100,0.999,1,1
0,0,2,2,11,|,960,0,0,16.979,65.833,11.979,1.25,1.146,0,0,0,0,0,0,0.104,2.708,|,0,0,15.22,67.293,13.941,2.031,1.065,0,0,0,0,0.014,0.011,0.019,0.406,11,632,65.833,0,0,1
1,2,3,2,8,|,38,0,0,2.632,0,0,0,0,0,0,0,0,0,7.895,65.789,23.684,|,0,0,1.685,0.142,0.076,0.046,0.36,0,0,0,0.003,0.29,15.706,69.982,11.71,8,25,65.789,0,0,1
2,1,1,4,11,|,38,0,0,23.684,65.789,7.895,2.632,0,0,0,0,0,0,0,0,0,|,0,0,28.851,60.244,9.208,0.336,0.069,0,0,0,0,0,0,0.026,1.265,11,25,65.789,0,0,1
0,0,5,2,13,|,274,0,0,0,0,27.372,65.693,6.934,0,0,0,0,0,0,0,0,|,0,0,0.053,0.459,22.879,64.876,11.203,0,0,0,0.158,0.261,0.111,0,0,13,180,65.693,0,0,1
0,2,0,2,9,|,4,0,0,25,0,0,0,0,0,0,0,0,0,0,50,25,|,0,0,20.211,2.841,0.72,0.205,1.694,0,0,0,0,0.001,0.139,11.272,62.917,9,1,25,0.241,0.176,1
1,0,2,4,8,|,233,0,0,0,0.429,0,0,0,0,0,0,0,0.858,22.747,65.665,10.3,|,0,0,0.462,0.056,0.021,0,0,0,0,0,0.055,2.436,36.744,52.595,7.63,8,153,65.665,0,0,1
0,2,0,2,11,|,3,0,0,0,33.333,0,0,66.667,0,0,0,0,0,0,0,0,|,0,0,11.344,61.886,22.137,2.748,1.707,0,0,0,0,0.001,0.002,0.005,0.169,11,1,33.333,0.252,0,1
0,2,0,2,12,|,2,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,|,0,0,0.134,9.906,71.277,14.147,4.529,0,0,0,0,0,0.003,0.001,0.002,12,2,100,0.931,0.01,1
0,2,3,3,6,|,32,0,0,0,0,0,0,0,0,0,0,3.125,65.625,28.125,3.125,0,|,0,0,0,0,0.071,0,0,0,0.055,2.019,12.96,46.253,33.732,4.311,0.6,6,21,65.625,0,0.027,1
0,0,5,2,8,|,1955,0,0,0.307,0,0,0,0,0,0,0,0,0,28.798,65.575,5.32,|,0,0,0.583,0.034,0.008,0.004,0.017,0,0,0,0.019,0.954,27.362,63.845,7.175,8,1282,65.575,0,0,1
0,2,0,4,3,|,1,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,|,0,1.304,0,0,0,0,0,33.61,45.829,5.32,7.556,6.381,0,0,0,3,1,100,1,1,1
0,2,0,4,4,|,3,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,|,0.351,0,0,0,0,0,0,1.547,28.787,35.13,16.522,15.183,1.664,0.25,0.566,4,3,100,0.858,0.796,1
1,0,0,4,5,|,151,0,0,0,0,0,0,0,0,0.662,20.53,65.563,13.245,0,0,0,|,0,0.037,0,0.027,0.016,0,0.016,0.037,0.891,25.564,59.753,12.775,0.696,0.175,0.014,5,99,65.563,0,0,1
1,0,5,2,11,|,58,0,0,27.586,65.517,5.172,1.724,0,0,0,0,0,0,0,0,0,|,0,0,27.789,62.596,7.46,0.717,0.124,0,0,0,0,0.142,0.07,0.079,1.025,11,38,65.517,0,0,1
1,0,3,2,3,|,413,0,0,0,0,0,0,0,10.169,65.375,18.16,3.632,2.421,0.242,0,0,|,0,0.013,0.006,0.015,0.007,0.012,0.256,9.174,62.752,15.475,7.115,4.779,0.308,0.075,0.014,3,270,65.375,0,0,1
0,1,4,2,12,|,277,0,0,0,14.801,65.343,16.968,2.888,0,0,0,0,0,0,0,0,|,0.004,0,0.448,20.561,67.634,10.062,1.198,0,0,0,0,0.011,0.051,0.014,0.016,12,181,65.343,0,0,1
1,0,2,2,2,|,75,0,6.667,0,0,0,0,0,65.333,13.333,2.667,8,4,0,0,0,|,0.008,8.367,0.04,0.054,0.019,0.102,1.864,57.785,17.965,3.167,5.682,4.553,0.257,0.074,0.064,2,49,65.333,0,0,1
0,2,0,4,10,|,5,0,0,60,0,0,20,0,0,0,0,0,0,0,0,20,|,0,0,59.721,13.888,1.358,0.581,0.435,0,0,0,0,0,0,1.069,22.946,10,3,60,0.084,0.001,1
0,2,0,4,11,|,5,0,0,20,60,20,0,0,0,0,0,0,0,0,0,0,|,0,0,25.073,56.693,15.961,0.688,0.518,0,0,0,0,0,0,0.025,1.042,11,3,60,0.112,0,1
0,2,0,4,12,|,4,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,|,0,0,1.039,21.728,65.852,8.494,2.853,0,0,0,0,0,0,0,0.034,12,0,0,0.164,0,1
0,2,0,4,13,|,1,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,|,0,0,0,1.047,34.252,50.066,14.635,0,0,0,0,0,0,0,0,13,0,0,1,1,1
2,0,1,2,9,|,121,0,0,14.876,4.132,0,0,0,0,0,0,0,0,0,15.702,65.289,|,0,0,18.471,2.294,0.315,0.082,0.236,0,0,0,0,0.002,0.168,12.216,66.216,9,79,65.289,0,0,1
0,2,0,6,4,|,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,|,0,0,12.011,0,5.258,5.407,15.293,0.968,0,2.693,4.63,26.117,17.564,5.603,4.456,6,0,0,1,1,0
0,2,0,6,7,|,2,0,0,0,0,0,0,0,0,0,0,50,0,50,0,0,|,0,1.911,8.033,0,0,7.592,11.529,0,0.686,0,2.735,8.203,16.002,23.412,19.898,8,0,0,1,1,0
0,2,0,6,11,|,1,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,|,0,0,3.049,13.975,45.106,0,29.014,0,0,0,0,4.621,4.235,0,0,12,1,100,1,1,0
0,2,0,6,12,|,1,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,|,0,0,0,3.41,36.045,31.983,15.9,0,0,0,0,1.743,5.336,5.582,0,12,0,0,1,1,1
2,0,1,2,8,|,193,0,0,0,0,0,0,0,0,0,0,0,0,16.062,65.285,18.653,|,0,0,2.946,0.322,0.124,0.069,0.277,0,0,0,0.001,0.176,12.026,67.252,16.808,8,126,65.285,0,0,1
0,2,1,2,0,|,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,|,65.497,14.819,0.697,0,0,0,13.099,1.294,0.213,0.266,0.93,1.188,0.417,0.688,0.893,0,1,100,1,1,1
0,2,1,2,1,|,3,0,0,0,0,0,0,0,33.333,0,0,0,33.333,33.333,0,0,|,8.352,61.806,0.222,0.266,1.019,0.304,18.324,6.766,0.478,0.13,0.914,0.53,0.321,0.427,0.14,1,0,0,0.299,0,1
0,2,1,2,2,|,3,0,33.333,0,0,0,0,0,33.333,33.333,0,0,0,0,0,0,|,0.033,18.086,0.217,0.389,0.166,0.757,17.575,47.382,8.663,0.986,2.164,2.878,0.332,0.163,0.21,2,1,33.333,0.736,0,1
0,2,1,2,3,|,6,0,0,0,0,0,0,0,16.667,66.667,16.667,0,0,0,0,0,|,0,0.047,0.109,0.391,0.25,0.384,14.415,11.921,49.651,8.794,5.536,6.872,1.025,0.463,0.141,3,4,66.667,0.24,0,1
1,1,3,2,10,|,506,0,0,65.217,12.055,2.569,0,0,0,0,0,0,0,0,0,20.158,|,0,0,67.953,11.318,1.275,0.162,0.213,0,0,0,0.003,0.023,0.004,0.506,18.542,10,330,65.217,0,0,1
0,0,0,5,9,|,23,0,0,13.043,0,0,0,0,0,0,0,4.348,4.348,0,13.043,65.217,|,0,0,6.347,0,0,0,0,0,0,0,0.601,1.152,1.149,20.185,70.566,9,15,65.217,0,0,1
1,1,3,2,7,|,1545,0,0,0.259,0,0,0,0,0,0,0,0.065,19.029,65.178,13.722,1.748,|,0,0,0.155,0.029,0.013,0.001,0.074,0,0.001,0,0.267,18.866,67.306,12.098,1.19,7,1007,65.178,0,0,1
0,1,5,2,5,|,479,0,0,0,0,0,0,0,0,0,13.57,65.136,19.207,1.67,0.209,0.209,|,0,0,0.002,0.001,0,0,0.007,0.002,0.098,17.966,67.745,13.1,0.961,0.102,0.016,5,312,65.136,0,0,1
0,0,2,2,5,|,10850,0,0,0,0,0.009,0.018,0.7,0,0.295,13.253,65.134,18.535,1.76,0.221,0.074,|,0,0,0.009,0.005,0.002,0.006,0.328,0.001,0.049,12.532,67.951,17.149,1.687,0.236,0.046,5,7067,65.134,0,0,1
1,0,2,2,11,|,404,0,0,19.802,65.099,13.119,1.238,0.248,0,0,0,0,0,0,0,0.495,|,0,0,16.913,66.242,13.659,1.93,0.755,0,0,0,0,0.018,0.014,0.023,0.448,11,263,65.099,0,0,1
0,0,2,2,8,|,4116,0,0,1.215,0.146,0.049,0.073,0.777,0,0,0,0.024,2.211,18.975,65.039,11.492,|,0,0,1.292,0.129,0.053,0.038,0.37,0,0,0,0.005,0.433,19.203,67.062,11.415,8,2677,65.039,0,0,1
0,0,2,4,11,|,40,0,0,20,65,7.5,0,0,0,0,0,0,0,0,0,7.5,|,0,0,30.934,56.684,9.242,0.467,0.297,0,0,0,0,0,0,0.082,2.293,11,26,65,0,0,1
1,1,3,2,2,|,40,0,12.5,0,0,0,0,0,65,10,5,2.5,5,0,0,0,|,0.008,9.252,0.062,0.076,0.024,0.112,1.166,56.464,17.169,3.116,6.274,5.749,0.33,0.1,0.097,2,26,65,0,0,1
1,1,2,2,7,|,1340,0,0,0.075,0,0,0,0,0,0,0,0.299,21.343,64.925,11.791,1.567,|,0,0,0.194,0.042,0.02,0.002,0.173,0,0,0,0.214,16.814,68.027,13.134,1.379,7,870,64.925,0,0,1
1,1,4,2,13,|,57,0,0,0,0,12.281,64.912,22.807,0,0,0,0,0,0,0,0,|,0,0,0.037,0.375,25.416,65.617,8.451,0,0,0,0.021,0.054,0.029,0,0,13,37,64.912,0,0,1
0,2,1,3,5,|,2,0,0,0,0,0,0,0,0,0,50,0,50,0,0,0,|,0,0,0,0,0,0,0,0.056,0.771,9.529,44.542,39.326,5.431,0.15,0.194,5,0,0,0.992,1,1
0,1,2,2,6,|,3444,0,0,0.058,0,0,0,0.232,0,0,0.436,16.492,64.866,15.883,1.713,0.319,|,0,0,0.049,0.029,0.012,0.009,0.336,0,0.002,0.083,13.722,69.595,14.363,1.583,0.218,6,2234,64.866,0,0,1
0,0,5,4,9,|,37,0,0,0,0,0,0,0,0,0,0,0,0,0,64.865,35.135,|,0,0,4.4,0.245,0.025,0.004,0.006,0,0,0.278,0,0,5.038,46.071,43.935,8,24,64.865,0,0,0
1,1,2,4,12,|,71,0,0,1.408,29.577,64.789,4.225,0,0,0,0,0,0,0,0,0,|,0,0,2.06,32.31,56.564,7.678,1.279,0,0,0,0,0,0,0,0.108,12,46,64.789,0,0,1
1,1,3,2,11,|,315,0,0,18.73,64.762,14.286,2.222,0,0,0,0,0,0,0,0,0,|,0,0,18.562,66.157,12.89,1.516,0.338,0,0,0,0,0.016,0.012,0.022,0.487,11,204,64.762,0,0,1
2,0,3,2,5,|,34,0,0,0,0,0,0,0,0,0,26.471,64.706,8.824,0,0,0,|,0,0,0.019,0.009,0.004,0.009,0.244,0,0.052,10.016,65.341,21.578,2.261,0.383,0.084,5,22,64.706,0,0,1
1,0,0,5,0,|,17,64.706,0,0,0,0,0,0,0,0,0,0,29.412,5.882,0,0,|,59.549,0,0,0,0,0,0,0,0,2.657,2.497,26.191,4.589,2.293,2.225,0,11,64.706,0,0,1
1,1,4,3,7,|,17,0,0,0,0,0,0,0,0,0,0,0,23.529,64.706,11.765,0,|,0,0,0.237,0.015,0.012,0.009,0.008,0,0,0.041,8.156,20.661,42.685,25.45,2.726,7,11,64.706,0,0.226,1
1,1,1,2,6,|,978,0,0,0.102,0,0,0,0,0,0,0.204,15.337,64.622,17.791,1.534,0.409,|,0,0.001,0.097,0.054,0.02,0.012,0.215,0,0.002,0.085,12.344,67.909,16.669,2.237,0.355,6,632,64.622,0,0,1
0,0,5,2,2,|,285,0,18.596,0,0,0,0,0,64.561,7.368,2.456,2.807,3.86,0,0.351,0,|,0.048,15.075,0.001,0.001,0,0.001,0.01,69.748,11.872,1.25,1.303,0.657,0.026,0.005,0.003,2,184,64.561,0,0,1
2,1,3,4,6,|,62,0,0,0,0,0,0,0,0,0,0,30.645,64.516,4.839,0,0,|,0,0,0.029,0.017,0.016,0,0.02,0,0.017,0.69,29.232,60.352,8.757,0.703,0.164,6,40,64.516,0,0,1
0,1,2,2,8,|,1663,0,0,1.503,0.301,0.06,0,0.361,0,0,0,0,0.722,17.017,64.462,15.574,|,0,0,1.676,0.175,0.072,0.047,0.366,0,0,0,0.003,0.329,16.817,66.935,13.578,8,1072,64.462,0,0,1
0,0,1,2,2,|,287,0,11.15,0,0,0,0,0.348,64.46,18.118,0.697,3.484,1.394,0.348,0,0,|,0.026,11.496,0.08,0.131,0.041,0.19,2.96,61.76,13.939,2.029,3.534,3.356,0.26,0.092,0.106,2,185,64.46,0,0,1
1,1,3,2,12,|,225,0,0,0,18.667,64.444,16,0.889,0,0,0,0,0,0,0,0,|,0,0,0.359,17.347,67.983,12.781,1.468,0,0,0,0,0.007,0.033,0.01,0.012,12,145,64.444,0,0,1
1,0,0,2,5,|,284,0,0,0.352,0,0,0,0,0,0,10.563,64.437,20.07,2.113,1.408,1.056,|,0,0,0.023,0.012,0.008,0.016,0.538,0.001,0.057,13.116,65.303,18.363,2.096,0.374,0.092,5,183,64.437,0,0,1
0,2,1,6,2,|,2,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,|,0,0,0,0,0,0,0,8.293,0,0,2.773,0,27.543,37.061,24.33,8,1,50,0.999,1,0
0,2,1,6,3,|,5,0,0,0,20,0,0,0,0,0,20,0,40,20,0,0,|,0,0,7.11,7.563,9.013,0,10.824,0,4.615,3.454,2,21.497,25.696,2.608,5.62,7,1,20,0.985,0.997,0
0,2,1,6,4,|,10,0,0,10,0,0,10,10,0,0,10,0,40,20,0,0,|,0,0,11.751,0,3.535,3.414,7.759,1.147,0,3.41,5.623,30.875,21.283,6.48,4.723,6,4,40,0.416,0.987,0
0,2,1,6,5,|,5,0,0,20,0,0,20,0,0,0,0,20,40,0,0,0,|,0,0,5.205,0,3.391,6.573,8.343,0,1.471,0,8.684,19.302,16.489,18.479,12.062,6,2,40,0.994,0.999,0
0,2,1,6,6,|,4,0,0,25,0,0,0,0,0,0,0,0,25,25,0,25,|,0,0,5.194,2.826,6.929,0,13.607,0,0.593,0,1.112,17.699,29.497,10.693,11.849,7,1,25,0.989,0.999,0
0,2,1,6,7,|,2,0,0,0,0,0,0,50,0,0,0,0,0,50,0,0,|,0,2.094,7.699,0,0,4.696,5.73,0,0.847,0,3.253,9.5,18.995,26.528,20.657,8,0,0,1,1,0
0,2,1,6,8,|,3,0,0,0,0,0,0,0,0,0,0,0,0,0,66.667,33.333,|,0,0,7.445,0,0,0,12.373,0,0,0,0.784,6.883,16.62,35.914,19.98,8,2,66.667,0.935,0.982,1
0,2,1,6,9,|,4,0,0,25,0,0,0,50,0,0,0,0,25,0,0,0,|,0,0,13.764,0,0,0,15.121,0,1.238,0,1.123,23.609,24.101,3.263,17.78,7,0,0,0.977,0.995,0
0,2,1,6,10,|,4,0,0,75,25,0,0,0,0,0,0,0,0,0,0,0,|,0,0,22.948,37.102,0,0,0,0,0,0,0,9.106,7.996,10.854,11.994,11,1,25,0.918,0.256,0
0,2,1,6,11,|,3,0,0,0,66.667,0,0,33.333,0,0,0,0,0,0,0,0,|,0,0,4.164,18.168,42.329,0,20.55,0,0,0,0,7.625,7.163,0,0,12,0,0,0.83,0.002,0
0,2,1,6,12,|,5,0,0,0,0,40,40,0,0,0,0,0,20,0,0,0,|,0,0,0,4.495,34.297,28.582,11.419,0,0,0,0,2.917,9.151,9.139,0,12,2,40,0.575,0,1
0,2,1,6,13,|,2,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,|,0,0,3.089,0,0,28.963,59.155,0,0,0,0.78,4.511,3.502,0,0,14,2,100,0.976,0.208,0
2,1,1,4,6,|,205,0,0,0,0.488,0,0,0,0,0,0.976,20.976,64.39,11.22,1.951,0,|,0,0,0.097,0.071,0.064,0,0.064,0,0.014,0.535,23.442,61.09,12.842,1.362,0.419,6,132,64.39,0,0,1
0,2,2,2,0,|,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,|,57.433,13.796,0.531,0,0,0,19.598,1.634,0.341,0.496,1.877,2.115,0.58,0.779,0.821,0,1,100,1,1,1
0,2,2,2,1,|,1,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,|,6.836,53.71,0.158,0.176,0.744,0.272,25.591,7.979,0.716,0.226,1.722,0.88,0.418,0.452,0.12,1,1,100,1,1,1
0,2,2,2,2,|,3,0,33.333,0,0,0,0,0,66.667,0,0,0,0,0,0,0,|,0.022,12.914,0.127,0.212,0.099,0.555,20.168,45.916,10.654,1.411,3.349,3.929,0.355,0.142,0.148,2,2,66.667,0.784,0,1
1,0,1,2,10,|,502,0,0,64.343,16.534,1.195,0.598,0.199,0,0,0,0,0,0,0,17.131,|,0,0,68.527,13.493,1.458,0.182,0.268,0,0,0,0.002,0.012,0.003,0.387,15.667,10,323,64.343,0,0,1
0,1,2,2,13,|,280,0,0,0,1.071,15.357,64.286,19.286,0,0,0,0,0,0,0,0,|,0,0,0.012,0.191,16.502,63.642,19.639,0,0,0,0.002,0.007,0.005,0,0,13,180,64.286,0,0,1
0,2,2,2,10,|,28,0,0,64.286,14.286,7.143,0,3.571,0,0,0,0,0,0,0,10.714,|,0,0,66.54,15.012,2.474,0.382,1.756,0,0,0,0.001,0.008,0.002,0.341,13.485,10,18,64.286,0,0,1
0,1,3,2,0,|,14,64.286,28.571,0,0,0,0,0,0,0,0,0,7.143,0,0,0,|,66.342,13.609,0.421,0,0,0,2.899,2.921,0.737,1.408,4.75,4.369,0.819,0.842,0.882,0,9,64.286,0,0,1
1,0,2,2,3,|,358,0,0.279,0,0,0,0,0,8.38,64.246,17.598,6.983,2.514,0,0,0,|,0,0.012,0.012,0.031,0.016,0.03,0.879,8.36,59.207,16.243,8.359,6.25,0.457,0.12,0.025,3,230,64.246,0,0,1
1,1,4,2,10,|,204,0,0,64.216,12.745,0.98,0.49,0,0,0,0,0,0,0,0,21.569,|,0,0,68.504,9.602,0.904,0.088,0.09,0,0,0,0.005,0.036,0.006,0.61,20.156,10,131,64.216,0,0,1
1,1,3,2,8,|,1130,0,0,2.743,0.354,0.088,0,0,0,0,0,0,0.265,18.584,64.159,13.805,|,0,0,1.376,0.111,0.043,0.025,0.102,0,0,0,0.005,0.439,18.402,67.515,11.982,8,725,64.159,0,0,1
0,1,4,2,5,|,1678,0,0,0,0.06,0,0,0,0,0,11.681,64.124,20.918,2.741,0.477,0,|,0,0,0.007,0.003,0.001,0.002,0.044,0.001,0.065,13.203,68.056,16.913,1.472,0.195,0.038,5,1076,64.124,0,0,1
1,1,4,4,9,|,39,0,0,10.256,0,0,0,0,0,0,2.564,0,0,0,23.077,64.103,|,0,0,6.78,0.445,0.061,0.009,0.01,0,0,0.05,0,0,2.957,38.035,51.653,9,25,64.103,0,0,1
1,0,1,2,6,|,2254,0,0,0.044,0.044,0,0,0,0,0,0.266,16.593,64.064,16.593,2.174,0.222,|,0,0.001,0.056,0.03,0.011,0.007,0.164,0.001,0.004,0.135,15.645,67.62,14.403,1.696,0.226,6,1444,64.064,0,0,1
1,0,4,4,8,|,25,0,0,0,0,0,0,0,0,0,0,0,0,32,64,4,|,0,0,0.312,0.027,0.008,0,0,0,0,0,0.104,3.546,41.059,48.946,5.998,8,16,64,0,0,1
2,0,1,4,7,|,216,0,0,0,0,0,0,0,0,0,0,0,7.407,63.889,27.778,0.926,|,0,0,0.136,0.058,0.053,0.051,0.018,0,0,0.01,0.867,24.691,60.072,13.127,0.918,7,138,63.889,0,0,1
0,2,2,3,2,|,2,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,|,0,13.788,0,0,0,0,0,54.248,30.423,1.541,0,0,0,0,0,2,0,0,0.984,0.001,1
0,2,2,3,3,|,3,0,0,0,0,0,0,0,0,33.333,33.333,33.333,0,0,0,0,|,0,0,0,0,0,0,0,13.465,55.147,26.042,4.584,0.763,0,0,0,3,1,33.333,0.402,0.004,1
1,1,3,2,9,|,751,0,0,13.182,1.598,0.133,0,0,0,0,0,0,0,0.399,20.905,63.782,|,0,0,12.44,1.142,0.158,0.043,0.126,0,0,0,0.002,0.006,0.37,17.677,68.037,9,479,63.782,0,0,1
1,0,3,2,2,|,102,0,12.745,0,0,0,0,0,63.725,19.608,1.961,1.961,0,0,0,0,|,0.006,8.402,0.021,0.025,0.008,0.04,0.524,61.342,18.419,2.919,4.678,3.367,0.168,0.045,0.036,2,65,63.725,0,0,1
